epoch,loss,accuracy,best_epoch
1.0,0.022288400679826736,73.02869880189468,1.0
2.0,0.02140817604959011,76.69267205349679,2.0
3.0,0.01152015756815672,78.71273335190861,3.0
4.0,0.007218759041279554,76.66480913903594,3.0
5.0,0.014685098081827164,81.26219002507662,5.0
6.0,0.019753996282815933,81.73585957091112,6.0
7.0,0.0031162460800260305,82.12594037336305,7.0
8.0,0.014088788069784641,82.65533574811926,8.0
9.0,0.012039984576404095,81.81944831429368,8.0
10.0,0.015581629239022732,83.04541655057119,10.0
11.0,0.003612383035942912,83.39370298133184,11.0
12.0,0.016247928142547607,82.92003343549736,11.0
13.0,0.007954033091664314,83.18473112287545,11.0
14.0,0.02790514938533306,83.51908609640569,14.0
15.0,0.01276495959609747,84.11813875731401,15.0
16.0,0.020462673157453537,84.71719141822234,16.0
17.0,0.017107157036662102,83.31011423794929,16.0
18.0,0.0032782547641545534,84.78684870437448,18.0
19.0,0.013315661810338497,84.94009473390916,19.0
20.0,0.004343514330685139,85.13513513513513,20.0
21.0,0.011208919808268547,84.50821955976595,20.0
22.0,0.008552745915949345,84.85650599052661,20.0
23.0,0.012069744989275932,85.39983282251323,23.0
24.0,0.005043333861976862,84.99582056283087,23.0
25.0,0.006781162694096565,85.70632488158262,25.0
26.0,0.016930706799030304,84.88436890498747,25.0
27.0,0.010494059883058071,85.52521593758708,25.0
28.0,0.008896351791918278,85.3301755363611,25.0
29.0,0.004171498119831085,85.5391473948175,25.0
30.0,0.007940179668366909,85.67846196712176,25.0
31.0,0.016308266669511795,86.20785734187795,31.0
32.0,0.01689680479466915,86.15213151295626,31.0
33.0,0.008265421725809574,85.39983282251323,31.0
34.0,0.009693090803921223,86.3332404569518,34.0
35.0,0.009141546674072742,86.0685427695737,34.0
36.0,0.0054029677994549274,86.5422123154082,36.0
37.0,0.009380987845361233,86.3332404569518,36.0
38.0,0.007955746725201607,86.26358317079966,36.0
39.0,0.005891033448278904,86.19392588464754,36.0
40.0,0.0034351928625255823,86.13820005572583,36.0
41.0,0.003306195605546236,85.94315965449987,36.0
42.0,0.003313802182674408,85.99888548342156,36.0
43.0,0.0077237519435584545,85.88743382557816,36.0
