epoch,loss,accuracy,best_epoch
1.0,2.268528461456299,58.77681805516857,1.0
2.0,2.8144991397857666,68.57063248815827,2.0
3.0,2.483668804168701,72.23460573976038,3.0
4.0,1.0608453750610352,75.02089718584564,4.0
5.0,1.7649955749511719,76.52549456673168,5.0
6.0,1.2522883415222168,77.66787405962664,6.0
7.0,1.0758930444717407,79.03315686820841,7.0
8.0,1.8197602033615112,78.90777375313458,7.0
9.0,1.3120044469833374,78.5455558651435,7.0
10.0,1.0467848777770996,79.96656450264697,10.0
11.0,1.6559348106384277,80.14767344664251,11.0
12.0,1.1344295740127563,80.70493173585957,12.0
13.0,1.6359994411468506,81.06714962385065,13.0
14.0,1.0372040271759033,80.27305656171636,13.0
15.0,1.4303911924362183,81.72192811368069,15.0
16.0,1.2723660469055176,80.10587907495125,15.0
17.0,1.7932400703430176,82.39063806074115,17.0
18.0,1.102484107017517,81.81944831429368,17.0
19.0,1.200587272644043,81.20646419615491,17.0
20.0,0.9905123710632324,82.13987183059348,17.0
21.0,0.843008816242218,81.98662580105879,17.0
22.0,1.3365885019302368,82.19559765951519,17.0
23.0,1.156248688697815,83.25438840902758,23.0
24.0,0.944418728351593,82.61354137642797,23.0
25.0,1.6510227918624878,82.48815826135414,23.0
26.0,0.799906313419342,83.54694901086654,26.0
27.0,1.1708252429962158,82.92003343549736,26.0
28.0,1.3069610595703125,82.96182780718863,26.0
29.0,1.0502389669418335,83.53301755363611,26.0
30.0,0.81785649061203,83.63053775424909,30.0
31.0,1.2641010284423828,83.14293675118418,30.0
32.0,1.2180352210998535,83.96489272777933,32.0
33.0,1.3012410402297974,83.28225132348844,32.0
34.0,1.2749673128128052,83.93702981331847,32.0
35.0,1.0847196578979492,83.49122318194483,32.0
36.0,1.1373151540756226,84.09027584285316,36.0
37.0,0.9748609066009521,83.9509612705489,36.0
38.0,1.0196956396102905,84.31317915853998,38.0
39.0,1.0521395206451416,84.60573976037894,39.0
40.0,1.2669785022735596,84.28531624407913,39.0
41.0,1.4813182353973389,84.20172750069658,39.0
42.0,1.2432146072387695,84.45249373084425,39.0
43.0,1.2630387544631958,83.64446921147952,39.0
44.0,1.1164435148239136,84.38283644469212,39.0
45.0,1.2772952318191528,84.75898578991362,45.0
46.0,0.8866493701934814,84.24352187238784,45.0
47.0,0.9596385955810547,83.88130398439677,45.0
48.0,1.0029159784317017,84.77291724714405,48.0
49.0,1.139453649520874,84.1599331290053,48.0
50.0,1.2123335599899292,84.7450543326832,48.0
51.0,1.2994608879089355,85.06547784898301,51.0
52.0,0.9299366474151611,84.99582056283087,51.0
53.0,1.1832236051559448,85.16299804959598,53.0
54.0,1.0796571969985962,84.75898578991362,53.0
55.0,1.0612387657165527,85.31624407913068,55.0
56.0,0.8086047172546387,85.35803845082195,56.0
57.0,1.100147008895874,85.30231262190026,56.0
58.0,0.7352304458618164,84.99582056283087,56.0
59.0,0.9492545127868652,85.5948732237392,59.0
60.0,1.2388591766357422,85.83170799665645,60.0
61.0,0.8516954183578491,85.51128448035665,60.0
62.0,1.0850706100463867,85.23265533574812,60.0
63.0,0.8974981307983398,85.46949010866537,60.0
64.0,1.1389973163604736,85.56701030927834,60.0
65.0,1.317370891571045,85.87350236834773,65.0
66.0,0.9942356944084167,85.3859013652828,65.0
67.0,1.1208449602127075,85.77598216773474,65.0
68.0,0.974817156791687,85.34410699359152,65.0
69.0,1.0408167839050293,85.69239342435219,65.0
70.0,1.0533759593963623,85.52521593758708,65.0
71.0,0.7137482762336731,85.83170799665645,65.0
72.0,1.2560749053955078,86.02674839788241,72.0
73.0,0.8756067156791687,84.84257453329619,72.0
74.0,0.7923113107681274,85.5948732237392,72.0
75.0,0.6681008338928223,86.30537754249094,75.0
76.0,0.7329604029655457,85.7481192532739,75.0
77.0,0.9827072620391846,85.84563945388688,75.0
78.0,0.9667447209358215,85.8038450821956,75.0
79.0,0.6922696232795715,86.08247422680412,75.0
80.0,1.0629183053970337,85.97102256896072,75.0
81.0,0.6690184473991394,85.8038450821956,75.0
82.0,1.0319472551345825,85.99888548342156,75.0
83.0,1.101589322090149,86.09640568403455,75.0
84.0,1.1095244884490967,86.19392588464754,75.0
85.0,0.6287891864776611,86.13820005572583,75.0
86.0,0.9477217197418213,86.4446921147952,86.0
87.0,0.8669918775558472,85.63666759543048,86.0
88.0,0.7837386727333069,86.24965171356924,86.0
89.0,0.9203467965126038,86.04067985511284,86.0
90.0,1.0133016109466553,86.5979381443299,90.0
91.0,0.8038904070854187,86.22178879910838,90.0
92.0,1.1210861206054688,86.50041794371691,90.0
93.0,0.8996812105178833,86.3332404569518,90.0
94.0,1.0822845697402954,86.45862357202563,90.0
95.0,0.6415591239929199,86.55614377263862,90.0
96.0,0.814397931098938,86.45862357202563,90.0
97.0,1.0228524208068848,86.17999442741711,90.0
98.0,0.8802648782730103,86.13820005572583,90.0
99.0,0.8374534249305725,86.72332125940373,99.0
100.0,0.6017407774925232,86.43076065756478,99.0
101.0,1.222021222114563,86.72332125940373,99.0
102.0,0.8264929056167603,86.7093898021733,99.0
103.0,0.9045487642288208,86.31930899972137,99.0
104.0,1.2879422903060913,86.27751462803009,99.0
105.0,0.8416202664375305,86.97408748955141,105.0
106.0,0.7674269080162048,86.7093898021733,105.0
107.0,0.9422121644020081,86.82084146001672,105.0
108.0,0.7936050891876221,86.9183616606297,105.0
109.0,0.8037314414978027,86.29144608526052,105.0
110.0,0.7343500852584839,86.01281694065199,105.0
111.0,0.9143363237380981,86.43076065756478,105.0
112.0,1.048785924911499,86.75118417386459,105.0
113.0,1.1419978141784668,86.66759543048202,105.0
114.0,0.9176908731460571,86.09640568403455,105.0
115.0,1.1170810461044312,86.17999442741711,105.0
116.0,0.6965274214744568,86.77904708832544,105.0
117.0,0.8137010931968689,86.84870437447756,105.0
118.0,0.4994017779827118,86.77904708832544,105.0
119.0,0.736250638961792,87.07160769016438,119.0
120.0,0.9352498650550842,86.73725271663416,119.0
121.0,0.7171757221221924,86.84870437447756,119.0
122.0,0.6290009617805481,86.79297854555587,119.0
123.0,0.785589337348938,86.48648648648648,119.0
124.0,1.0589128732681274,86.23572025633881,119.0
125.0,1.0250489711761475,86.30537754249094,119.0
126.0,0.6320114135742188,86.96015603232098,119.0
127.0,0.8376868963241577,86.89049874616884,119.0
128.0,0.9968661069869995,87.16912789077738,128.0
129.0,0.7166184186935425,86.62580105879076,128.0
130.0,0.9787951111793518,86.43076065756478,128.0
131.0,0.618556559085846,86.75118417386459,128.0
132.0,0.7979409098625183,86.41682920033435,128.0
133.0,0.7073065042495728,86.31930899972137,128.0
134.0,1.1123113632202148,86.45862357202563,128.0
135.0,0.7791271209716797,86.51434940094734,128.0
136.0,0.6672881841659546,86.58400668709947,128.0
137.0,0.5371510982513428,86.01281694065199,128.0
138.0,0.6746360063552856,86.73725271663416,128.0
139.0,0.7890830039978027,86.7093898021733,128.0
140.0,0.5043251514434814,86.36110337141265,128.0
141.0,0.6701497435569763,86.22178879910838,128.0
142.0,0.4951421022415161,86.69545834494288,128.0
143.0,0.9773282408714294,86.43076065756478,128.0
144.0,0.6241942644119263,86.20785734187795,128.0
145.0,0.730803370475769,86.8069100027863,128.0
146.0,0.6733929514884949,86.16606297018669,128.0
147.0,0.5708232522010803,86.58400668709947,128.0
148.0,0.6136114001274109,86.45862357202563,128.0
149.0,0.5974205732345581,86.36110337141265,128.0
150.0,0.7600610256195068,85.41376427974366,128.0
